Which is the largest of the Canary Islands? ;Tenerife 
What Did You Associate With Rod Hull ? ;Emu 
Which British comedian became well known for his broken microphone routine? ;Norman Collier 
Whose son got lost in the desert during the Paris Daker rally ? ;Mrs Thathchers Son Mark 
Which FootbaIl Bad Boy Was Accused Of Violent Assault Against Tv Presenter Ulrika Jonsson ;Stan Collymore 
Who Was The First man To Set Foot On The Moon ? ;Neil Armstrong 
What is the singer Meat Loafs Real Name ;Marvin Lee Aday 
Who Sued For Libel After Being Described As Boring ;William Roache (Ken Barlow) 
Whose Daughter Married Thin Lizzys Phil Lynott ;Leslie Crowther 
Whom Did Neil Kinnock Succeed As Leader Of The Labour Party? ;Michael Foot 
Who Was Humphrey Bogarts 4th Wife ? ;Lauren Bacall 
What Surrey town is famed for its salts?;Epsom
How Did Dmaon Hill's Father Graham Die ? ;In A Plane Crash 
Which Celebrity Launched A Perfume Range Entitled 'M' Just In Time For Christmas 2007 ;Mariah Carey 
Which Politician Punched A Protestor Who Threw An Egg At Him During A Visit To Wales In 1991 ;John Prescott 
Which Actress Was Sued For Not Acting In Boxing Helena ;Kim Bassinger 
Which Famous Tv Presenters Are Former MP's ;Brian Walden, Robert Kilroy Silk 
Which Liberal Leader Was Aquitted Of Attempted Murder ;Jeremy Thorpe 
Which European City Is Famous For Its Latin Quarter ;Paris 
What Is Princess Diana's Madien Name ? ;Spencer 
In Which Country Was Paper Magnate Robert Maxwell Born ? ;Czechoslovakia 
Jane Caine Has A Claim To Fame As The First Person To Do What ;Speaking Clock Voice 
Who was The Second Man To Set Foot On The Moon ;Buzz Aldrin 
Which Footballer Drop Kicked A Fan At Crystal Palace ;Eric Cantona 
Which Politician was Nick Named Bambi ;Tony Blaire 
Which James Bond Actor Once Worked As A Coffin Polisher ;Sean Connery 
Dame Shirley Porter Is Heiress To Which Super Market Chain ;Tesco 
Who Is Stevland Morris Hardaway Better Known As ;Stevie Wonder 
Which singer wrote the autobiography 'Take It Like A Man''? ;Boy George 
What were the surnames of Bonnie & Clyde ;Clyde Barrow & Bonnie Parker 
Which Famous Artist Painted The Most Paintings ;Piccaso 
Who Bought The Ritz Hotel In Paris In 1979 ;Mohammed Al Fayed 
Who won a place in the Guinness Book of Records for writing 26 books in 1983? ;Barbara Cartland 
What Letter Do Most British Names Begin With ;B 
Who Would You Associate With Lou Costello ;Bud Abbott 
Formerly known as East Pakistan what is this country now called ;Bangladesh 
What Radio Program Did Roy Plomley Dream Up ;Desert Island Discs 
Who Was William Bonney Better Known As ;Billy The Kid 
Where is the comemoration statue of fictional character Sherlock holems?;Baker Street, london
Who Batted With An Aluminium Bat ;Dennis Lillee 
Complete This partnership Hinge and ? ;Bracket 
What is the county town of Cornwall? ;Truro 
Who Is Julie Andrews Married To ? ;Blake Edwards 
For what are Allen and Wright most famous?;Root beer
Who Was Assassinated By Two Sikh Bodyguards ;Indiri Gandhi 
Who Said 'I Hope Harry Secombe Goes Before Me, I Don't Want Him Singing At My Funeral'? ;Spike Milligan 
Who is Joley Richardson's famous mother? ;Vanessa Redgrave 
Who Is Kenneth Brannagh Married To ;Emma Thompson 
Which film star's statue stands in Leicester Square, London? ;Charlie Chaplin 
Which Politician Is Known As Tarzan ;Micheal Hestletine 
Who Was The Joan Collins Fan Club? ;Julian Clarey 
Which Bad Boy Is Arsenals Top Scorer Ever ;Ian Wright 
Which Presenter Of Tomorrows World Married Keith Chegwin ;Maggie Philpin 
By what name is Allan Stewart Konisburg better known as?;Woody Allan
Which Cricketing Bad Boy Is Known As 'The Cat' ;Phil Tuffnel 
In 1996 who did The Spice Girls say was their Girl Power role model? ;Margaret Thatcher 
Who was the first member of the Royal Family to graduate from University? ;Prince Charles 
Name Tthe Australian Actor Who Advertised Fosters Lager On Tv ;Paul Hogan 
Which Actor Is An International Bridge Player ;Omar Sharif 
Who Is The Heaviest Member Ever To Have Sat In Parliment ;Cyril Smith 
Who Did Princess Anne marry In 1992 ? ;Tim lawrence 
Which singer wrote the autobiography 'Take It Like A Man'? ;Boy George 
Who sacked Jonathon Shallit as her manager in 2000? ;Charlotte Church 
What Is Ronald Biggs Famous For ;Being A Great Train Robber 
Which Famous Actor was Charged with Lewd Behavior in 1995 ;Hugh Grant 
What Should You Call An Inhabitaant Of Newcastle ;A Novocastrian 
Name Lloyd Bridges Two Sons ? ;Jeff & Beau 
In 1955 Tim Berners Lee Invented something fantasic What was It ;World Wide Web 
With Whome Do You Associate Lady Falkender ;Harold Wilson 
Which British Jockey Was Jailed For Tax Evasion ;Lester Piggot 
Who Was Known As Scarface ;Al Capone 
Whose Real Name Is 'Cherilyn Sarkisian La Pierre' ;Cher 
In which European country is Dalmatia , from where the Dalmatian Dog gets it's name? ;Croatia 
What Do O.J Simpsons Initials Stand For ;Orenthal James 
Who Invented The Minors Lamp ? ;Humphery Davy 
Whose Children Are Trixiebell, Little pixie, & Peaches ;Bob Geldof & Paula Yates 
Which Manager Clipped A Couple Of Hooligans Ears Round The Ear ;Brian Clough 
Which MP & Former Leader Of The GLC Keeps Salamanders ;Ken Livingstone 
Where would you find the Sea of Tranquility ;On The Moon 
Which Supermodel Is Nicknamed 'The Body'? ;Elle McPherson 
Who was Born Farouk Bulsara? ;Freddie Mercury 
Who Is Gazza ;Paul Gascoigne 
Who Was Married To Robin Givens until 1989 ;Mike Tyson 
Which City Is Home To The Little Mermaid Statue ;Copenhagen 
Who Nickname is Beefy ? ;Ian Botham 
Who Did John Mcenroe Play 3 Times In Wimbledon Finals ;Bjorn Borg 
Which individual bought one of Leonardo Da Vinci's notebooks for over 19 million pounds in 1994? ;Bill Gates 
What Is Andrew Lloyd Webbers Brothers Name ? ;Julian 
Whose Real Name Is 'Gordon Sumner' ;Sting 
What Did Churhill, Cromwell, & Shakespeare Have In Common ? ;They all Had Red Hair 
By what name is Reginald Dwight better known as?;Elton John
In Which Us State was John F Kennedy Shot ;Texas 
Which Famous Woman Always Carried Pet Owl In Her Pocket ? ;Florence Nightingale 
By what name is Francis Gumm better known as?;Judy Garland
Which Actor Was Charged With Lewd Behavior In 1995 ;Hugh Grant 
What Do Eric Clapton, Marilyn Monroe, And Laarry Grayson All Have In Common ;They All are Or Were Illegitimate 
Which Footballer Famously Slept With Several Miss Worlds Before Leaving Manchester United & Moving To Fulham ;George Best 
By what name is Robert Zimmerman better known as?;Bob Dylan
Which King Reputedly Tried To Turn Back The Sea ? ;King Canute 
Who was the Director of the C.I.A during 1976-77 ? ;George Bush 
Who Was Famously Quoted As Saying 'The Only Thing She Wears In Bed Is Channel No.5' ;Marilyn Monroe 
Who Was Known As The Old Groaner ;Bing Crosby 
For What Is Peter Roget Famous ;His Thesaurus Of Words 
Who Founded The Playboy Magazine? ;Hugh Hefner 
Which Comedian Is Maried To Caroline Quentin ;Paul Merton 
Which British Director Attempted To Appear In All The Films He Directed ;Alfred Hitchcock 
Which Publisher Was Known As Cap' N Bob ;Robert Maxwell 
Where was Albert Einstein Born ;Germany 
Who was elected as MP for Belfast West in 1997? ;Gerry Adams 
Which establishments don't have windows or watches?;Casino's
Who Resigned After His Affair With Christine Keeler ;John Profumo 
After Whom Is The Teddy Bear Named ;Theodore Roosevelt 
Which Argentinean General Ordered The Invasion Of The Falkland Islands ;General Galtieri 
Which Cricketer wenbt by the Name of Beefy ;Ian Botham (Beefy Botham) 
10 Matthew Street, Liverpool is the address of which famous venue? ;The Cavern 
What Nationalaty Was Hans Christian Andersen ? ;Danish 
What Was William Bonney Better Known As ;Billy The Kid 
Who Spent A Year In Prison For Sleeping With An Underage Girl ;Graham Rix 
Who wrote the book 'The Guns Of Navarone'' ;Alistair McClaine 
Which Pop Stars Called Themselves sharon & Phyllis ;Elton John & Rod Stewart 
Which British Prime Minister was also the longest serving MP at almost 62 years? ;Winston Churchill 
Which 'S' is the most populated city in the world? ;Shanghai 
Who was the first snooker player to be a subject of this is your life on the 14 th January 1978? ;Ray Reardon 
What is the nickname of Jamew Gardner, friend of footballer Paul Gascoigne? ;Five Bellies 
Which Former Presenter Of Grandstand Became A Cocaine Addict ;Frank Bough 
Who In Music Is Known As The Boss ;Bruce Springsteen 
Which Former Husband And Wife Provide A Link Between The Films Death Becomes Her And Disclosure (PFE)? ;Bruce Willis And Demi Moore 
Who Was The First Director General Of The BBC ;Marmaduke Hussey 
Which 2 People Are Now Best Associated With The Phrase 'You're Fired' (PFE)? ;Alan Sugar & Donald Trump 
Which actress was the first wife of Ronald Regan? ;Jane Wyman 
Which Famous Child Actor of the 80's is presently giving evidence at the trial of Michael Jackson ;Corey Feldman 
Which aviator was Time magazine's first Man Of The Year in 1927? ;Charles Lindenbergh 
Which Aussie Wicket Keeper Bet Against His Own Team At 500-1 And Won The Bet ;Rodney Marsh 
Which Former Radio One DJ Used To Broadcast 'Our Tune' ;Simon Bates 
Which saint was known as the apostles of Northumbria? ;St Aidan 
Whom did Mervyn King replace as Governer of the Bank of England in 2003? ;Eddie George 
What is Nigel Benn Known Has In The Ring ? ;The Dark Destroyer 
Who Did Churchill Refer To As A 'Half Naked Fakir' ;Mahatma Gandhi 
Where Is Britain's National Horseracing Museum ;Newmarket 
Which Norwegian explorer's ships included Fram and Maud? ;Roald Amundsen 
Who Has The Car Number Plate 'COM1C ;Jimmy Tarbuck 
Which Former British Ambassador To The US Is Now BBC's Chief Financial Editor ;Peter Jay 
Who Invented The Potato Crisp In 1853 ;George Crumb 
Washington is part of which English city? ;Sunderland 
Which Tory Author Won substantial Damages From The Daily Star ;Jeffrey Archer 
In which county is Uttoxeter? ;Staffordshire 
Which English comedian's real name is Bob Davies? ;Jasper Carrott 
Who Was The 16th Century Seer Famous For His Predictions ;Nostradamus 
Which Zoologist Wrote The Book Man Watching ;Demond Morris 
Who Founded the Salvation Army ? ;Wiliam Booth 
Who Or What Is The Actress Uma Thurman Named After ;A Hindu Goddess 
By what name is Marion Morrison better known as?;John Wayne
Who Was The Youngest US President To Die In Office ;John F Kennedy 
Who became the new Poet Laureate in 1999? ;Andrew Motion 
Whose Last Words Were Reputedly, 'ET TU BRUTE' ? ;Julius Caesar 
Which Actors Real Name Is Morris Micklewhite ;Michael Caine 
Which Sportsmans Name Was Hurricane ;Alex Higgins 
What is the only country which is crossed by both the Equator and the Tropic Of Cancer? ;Brazil 
Which Labour MP Attempted To Fake His Own Disappearance ;John Stonehouse 
Who Was French President From 1969 Until 1974 ;Georges Pompidou 
What instrument does Vanessa Mae play ;Violin 
By What Name Was William Bonney Better Known As? ;Billy The Kid 
Who was The First Man To Run A Mile In Under 4 Minutes ;Roger Bannister 
Who Is Actress Charlotte Rampling Married To ;Jean Michelle Jarre 
Who Famously Said 'You Cannot Be Serious' ;John McEnroe 
Which King Had A Dog Named After Him? ;King Charles ii 
Who Was Known As The Maid Of Orleans ;Joan Of Arc 
Who Was Elvis Presleys Manager ;Colonel Tom Parker 
Who is Paul Mc-Cartneys Fashion Designer Daughter ;Stella McCartney 
What Did Charles Dawson Appear To Have Found On Piltdown Common ;The Missing link 
What Was Sir Roger Hollis The Head Of ;MI5 
In which country would you find the original Legoland? ;Denmark 
What was Spike Milligan's real first name ;Terence 
Who is David John Cornwell better known as?;John Le Carré
Can You Name The 4 Stars Of The Goon Show ;Michael Bentine, Peter Sellers, Spike Milligan, Harry Secombe 
Who Was The Young German Who Landed His Plane In Red Square ? ;Mathias Rust 
Name The Playwright Who Was Born On And Who Died On 23rd April ;Shakespeare 
Of What Were Lee Bowyer & Jonathan Woodgate Of Leads Accused ;A Racial Assault 
By what name is Allen Konigsberg better known?;Woody Allen
Which singer won the Eurovision Song Contest in 1999? ;Charlotte Nilsson 
What Did Al Capone Die From ;Syphilis 
Where Might You Come Across Walloons ;Belgium 
Who Was The First American Chess Champion ? ;Bobby Fischer 
By what name is Richard Starkey better known as?;Ringo Starr
Who Was Caught On Film Kissing The Duchess Of Yorks Toes ;John Bryan 
Who is Julie Andrews Married To ;Blake Edwards 
Who is Ashton Kutcher Famous Older woman wife? ;Demi Moore 
Which British Director Attempted To Appear In All The Films He Directed? ;Alfred Hitchcock 
Where Do Moaris Come From ? ;New Zealand 
This Person Voiced The Muppet Characters Fozzie Bear & Kermit The Frog He Also Supplied The Voice To Yoda In The Star Wars Movies What was His Name? ;Frank Oz 
Who Was The First Ever Man Seen On Channel 4? ;Richard Whitely 
In Which Ocean Is The Island Group The Maldives ;Indian 
Who Replaced Betty Boothroyd As Speaker Of The House Of Commons ;Michael Martin 
Which cosmetic magnate died in 2004 at the age of 97? ;Estee Lauder 
Who Was Maradona Playing For When He Was First Caught Taking Cocaine ;Napoli 
Where is Sir Herbert Baker buried?;Westminster Abbey
Who Wrote A Diary About Her Attempts To Avoid The Nazi's ;Anne Frank 
Who Was The Joan Collins Fan Club ;Julian Clarey 
Which writer caused a massive stir in 1926 when she went missing for eleven days? ;Agatha Christie 
Which Comedian Wore A Huge Banana Shaped Shoes On Stage In The 1970's ;Billy Connolly 
Which President Of America Was A Peanut Farmer ;Jimmy Carter 
Whose final film as director was Eyes Wide Shut? ;Stanley Kubrick 
What Was The Name Of The Australian Outlaw Who Wore Metal Body Armour ;Ned Kelly 
Which Engineer's Statue Watches Over The Trains At Paddington Station In London? ;Isambard Kingdom Brunel 
Which Tory MP Made Multiple BT Share Applications ;Keith Best 
Whose Catchphrase Was 'Here's Another Fine Mess You've Gotten Me Into' ;Oliver Hardy 
Who Said Of Touring Pakistan 'I Wouldn't Even Send My Mother In Law There' ;Ian Botham 
Which Former Goodie Is Into Bird Watching ;Bill Oddie 
Whose Nickname Was Satchmo ;Louis Armstrong 
Whose Real Name Is 'Paul Hewson' ;Bono 
Which Author Had A 'Fatwa' Issued Against Him ;Salman Rushdie 
Who Broke Into The Queens Bedroom For A Chat ;Micheal Fagan 
Which US University is in the city of Cambridge? ;Harvard 
What Is The Only American State That Starts With The Letter 'A' But Doesn't End With The Letter 'A' ;Arkansas 
Who Was Eric Sykes On Screen Sister ;Hattie Jaques 
In Which UK City Was Dick Turpin Hanged? ;York 
Who Invented The Electric Light Bulb ;Thomas Edison 
Which Former Python Traavlled Round The World ;Micheal Palin 
Which Famous London Landmark Was Designed by Sir Norman Foster ;The Millenium Bridge 
Which Hollywood Actress Was Convicted Of Shop Lifting In 2002? ;Winona Ryder 
Where Do Sinhalese People Come Frome ;Sri Lanka 
Who Wrote A personal cheque for $23,000,000 when buying RKO ? ;Howard Hughes 
Who Was Banned In Germany, Italy & The USSR In The 1930's ;Mickey Mouse 
What Was Air Chief Marshall Arthur Harris Called ;Bomber Harris 
Who was known as the 'Maid Of Orleans'? ;Joan Of Arc 
Who Became Archbishop Of Caterbury in 1980 ;Robert Runcie 
Which Movies Star Was Famous For The Phrase 'You Dirty Rat'' ;James Cagney 
Who Was The First Woman To Fly Solo Accross The Atlantic ? ;Amelia Earheart 
Who Was The First Player To Be Sent Off In An FA Cup Final ;Moran 
Who Was The Director General Of The BBC In 1995 ;Lord Reith 
What Is The Most Common British Surname ;Smith 
In 1995 Which Comedien Dissapeared For Several Days After Receiving Adverse Reviews ;Stephen Fry 
In Whose Car Did Mary Jo Kopechne Die At Chappaquidick ;Edward Kennedy 
What Part Of Betty Grable Was Insured For Over A Million Dollars ;Her Legs 
By what name is Arthur Leech better known as?;Cary Grant
Albert Einstein Was Born On The 14 th March 1879 In Germany He Was Educated In Austria And Then Eventually Moved To Switzerland But In Which Country Did He Die ;America 
In Which Couuntry Was The Playwright Tom Stoppard Born ;Czechoslovakia 
Who Was Sent Off In Both Opening Premiership Games Of The 2000 Season ;Patrick Vieira 
According To Marilyn Monroe What Was The Only Thing She Wore In Bed? ;Chanel No.5 
Who was elected as the Conservative MP for Henley in 2001? ;Boris Johnson 
About Whom Did President Eisenhower Say 'I Just Will Not, I Refuse To Get Into The Gutter With That Guy' ;Senator Joseph McCarthy 
In Which African Country Is The Seaport Of Banana ;The Democratic Republic Of Congo , Formally Zaire 
Who Made A Controversioal Speach Concerning 'Rivers Of Blood' ;Enoch Powell 
What Do You Call A Person From Manchester ;Mancunion 
In Which State Is Fort Knox, The Location Of The USA's Gold Reserves To Be Found? ;Kentucky 
Who is known as 'The Big Yin'? ;Billy Connolly 
By what name is Norma Jean Baker better known as?;Marilyn Monroe
Which Outspoken Ex Mp Shares Her Birthday with Margaret Thatcher ;Edwina Currie 
Who is Stevland Morris Hardaway better known as? ;Stevie Wonder 
Whaat Is Paddy Ashdown First Name ;Jeremy 
Who Committed Suicide In An Attempt To save Scott's Expedition ;Captain Oates 
Why Did Michael Fagan Hit The Headlines In 1982 ;Broke Into Queens Bedroom 
How Did James Dean Die ;In A Car Crash 
What Is MP Dennis Skinners Nickname ? ;The Beast Of Bolsover 
Which Controversial Manchester Comedian Died In June 2007 Aged 76 ;Bernard Manning 
Which Country Owns Easter Island ;Chile 
Where Was Mike Tyson Born ;Brooklyn 
By what name is Maurice Micklewhite better known as?;Michael Caine
Which Argentine Prop Was Sent Off For Knocking Out An English Second Row With A Punch ;Carlos Mendes 
Name The Worlds Richest Woman ? ;Queen Elizabeth II 
Whaat Do Lord Lucan, Amelia Earheart , & Buster Crabbe Have In Common ;They All Disappeared Without A Trace 
Who Was The Last English Player To Be Sent Off In The World Cup (2006) ;Wayne Rooney 
What Is The Title Of Tony Adams Biography ;Addicted 
Which English County Has The Longest Coastline? ;Cornwall 
Whose Real Name Is Eric Clap ? ;Eric Clapton 
Thomas Hamilton A Former Scout Master Shocked The Nation On 13 th March 1996 But Why ;Dunblane Massacre 
Who was the first ever president of the united states ;John Hanson (1715 - 1783) 
Who Was Born And Also Died During Halley's Comet Passing ? ;MArk Twain 
Who Was Known As The Face That Launched A Thousand Ships 'Helen Of Troy' ;Helen Of Troy 
Whose Catchphraase Is 'Nice To See You To See You Nice' ;Bruce Forsythe 
Who Was The Archbishop Of Canterbury In 1995 ;George Carey 
What do Cleopatra, Margarett Thatcher, & Mia Farrow all have in common ;They All Had Twins 
Which Tennis Player Was Jimmy Connors Engaged To ;Chirs Evet 
Who Was At The Centre Of Englands Match Fixing Scandal ;Hansie Cronje 
Who Once Said Of The Navy 'It's Only Traditions Were Rum, Sodomy & The Lash' ;Winston Churchill 
Who was The Naked Chef ;Jamie Oliver 
What Was Evonne Cawley's Madien name ? ;Goolangong 
By Which Stage Name Was Norma Jean Baker More Commonly Known ;Marilyn Monroe 
Which former England international footballer was ordered to give his ex-wife over a third of his earnings in a land mark divorce case in 2004? ;Ray Parlour 
Who Was Killed By Indians At Little Big Horn ;General Custer 
Whose Real Name Is 'Arthur Stanley Jefferson' ;Stan Laurel 
King Richard The 1 st Is Sometimes Refered To As What ;Richard The Lionheart 
Who Was the First Woman To Be Officially Ranked A Billionaire In The USA? ;Oprah Winfrey 
Which actress played the younger Diana Dors in the 1999 TV film The Blonde Bombshell? ;Keeley Hawes 
Which former Radio 1 DJ used to broadcast 'Our Tune'? ;Simon Bates 
Which Television Presenter And Ex-Spurs & England Footballer Became An Alcoholic ;Jimmy Greaves 
Who Was Faamous For Her 'Pomes' ;Pam Ayers 
Who Is The Sister Of Warren Beatty ? ;Shirley Mclaine 
In September 2003, Fathers 4 Justice campaigner Jason Hatch caused an embarrassing security breach at Buckingham Palace dressed as who? ;Batman 
Who Is Actress Betty Joan Perske Better Known As ;Lauren Bacall 
Who Founded His Own Production Company Called Ginger Productions? ;Chris Evans 
Who Said 'We Have Become A Grandmother' In 1989 ;Margaret Thatcher 
Who Did Cynthia Powell Marry In 1962? ;John Lennon 
Whose Ear Did Mike Tyson Bite Off ;Evander Holyfield 
Which Hollywood Actor Was Taken Into Custody At Sydney Airport In 2006 For Carrying Banned Products Into The Country In his Suitcase? ;Sylvester Stallone 
What Is Elton Johns Middle Name ;Hercules 
Which Actor Was Charged With Lewd Behavoir In 1995 ;Hugh Grant 
After Which Famous Person In History Was The Teddy Bear Named ;Theodore Roosevelt 
Who Was Known As The Forces Sweetheart ;Dame Vera Lynn 
What Was The Nickname Of The Assassin Carlos Martinez ;The Jackal 
Which Famous actress Once Said: ' I am a marvelous housekeeper. Every time I leave a man I keep his house '? ;Zsa Zsa Gabor 
Which Romanian Tennis Player Was Famous For His Tantrums ;Ilie Nastase 
Who Is Married To Tatum O' Neil ;John Mcenroe 
Which Daughter Of A Lighthouse Keeper Rescued Survivors From A Shipwreck ;Grace Darling 
As Of 2000 In Britain John Is Still The Commonest Boys Name What Is The Girls ;Elizabeth 
How is Meg Lake better known? ;Mystic Meg 
Who was famously convicted of horse stealing at York Assizes in 1739 and subsequently hanged? ;Dick Turpin 
After Whome is the Teddy Bear Named ;Theodore Roosevelt 
What nationality was the film legend Greta Garbo, Swedish, German or Polish ;Swedish 
What was Madam Tussaud's First name ? ;Marie 
For Which Club Does Paul Merson Now Play ;Aston Villa 
Where is the biggest mosque in the world?;Madina, Saudi Arabia
Which Is The Only US State That Has A Name Ending With Three Vowels? ;Hawaii 
Which Hollywood Star Sparked Outraged In 2006 When They He Declared That He Planned To Eat The Placenta Of His Then Unborn Child ;Tom Cruise 
In Which Us State Is Yosemite National Park ;California 
What Was Judge Jefferies Nickname ? ;The Hanging Judge 
